"study_ID" "type" "rgodHRother" "ma" "author_andor_study" "year" "Ntot" "ES" "SE" "unique" "citations" "countrycode" "jrnl_impact" "similarity" "N1" "N2" "remarks_N" "remarks_type" "remarks" "meta_nr" "typeWords" "Fisherz" "FisherzSE" "FisherzUncoined"
605 2 4 "fraz" "Kerns" 2001 42 0.54 0.314180718 1 76 "CA" 2.181 0 21 21 NA NA NA "Meta-Analysis 34" "Group Differences" 0.266822666909941 0.160128153805087 0.266822666909941
606 2 4 "fraz" "Klorman" 1999 94 0.63 0.230167268 1 132 "US" 6.354 0 28 66 NA NA NA "Meta-Analysis 34" "Group Differences" 0.28426945385956 0.104828483672192 0.28426945385956
607 2 4 "fraz" "Krane" 2001 193 1.59 0.232665658 1 NA "CA" 2.397 1 24 169 NA NA NA "Meta-Analysis 34" "Group Differences" 0.503170517053825 0.0725476250110012 0.503170517053825
608 2 4 "fraz" "Kuperman" 1996 28 0.93 0.401594293 1 70 "US" 6.354 0 12 16 NA NA NA "Meta-Analysis 34" "Group Differences" 0.445361287076112 0.2 0.445361287076112
609 2 4 "fraz" "Lazzaro" 1999 108 0.66 0.197620099 1 74 "AU" 2.648 0 54 54 NA NA NA "Meta-Analysis 34" "Group Differences" 0.324286295137463 0.0975900072948533 0.324286295137463
610 2 4 "fraz" "Lorch" 2000 92 0.25 0.211117131 1 37 "US" 4.974 0 52 40 NA NA NA "Meta-Analysis 34" "Group Differences" 0.123617035266029 0.105999788000636 0.123617035266029
611 2 4 "fraz" "Lufi," 2001 132 0.73 0.212498978 1 4 "IL" 0.521 1 102 30 NA NA NA "Meta-Analysis 34" "Group Differences" 0.301339930219721 0.0880450906325624 0.301339930219721
612 2 4 "fraz" "Mahone" 2001 49 0.3 0.290261435 1 52 "US" 3.009 0 28 21 NA NA NA "Meta-Analysis 34" "Group Differences" 0.147921468273737 0.147441956154897 0.147921468273737
613 2 4 "fraz" "Mann" 1992 52 0.43 0.280739954 1 210 "US" 1.504 0 27 25 NA NA NA "Meta-Analysis 34" "Group Differences" 0.213221609066165 0.142857142857143 0.213221609066165
614 2 4 "fraz" "Mariani" 1997 64 0.57 0.255506124 1 176 "US" 2.67 0 30 34 NA NA NA "Meta-Analysis 34" "Group Differences" 0.28074048430956 0.128036879932896 0.28074048430956
615 2 4 "fraz" "Murphy" 2001 169 0.71 0.16321835 1 105 "US" 3.425 0 105 64 NA NA NA "Meta-Analysis 34" "Group Differences" 0.337926205188 0.0776150525706333 0.337926205188
616 2 4 "fraz" "Newcorn" 1989 74 -0.35 0.426849214 1 33 "US" 6.354 0 68 6 NA NA NA "Meta-Analysis 34" "Group Differences" -0.0953911236355274 0.118678165819385 -0.0953911236355274
617 2 4 "fraz" "Nigg" 1999 50 0.34 0.284878922 1 128 "US" 3.167 0 25 25 NA NA NA "Meta-Analysis 34" "Group Differences" 0.169191635935195 0.145864991497895 0.169191635935195
618 2 4 "fraz" "Nigg" 1996 38 0.18 0.332522546 1 32 "US" NA 0 15 23 NA NA NA "Meta-Analysis 34" "Group Differences" 0.0878698181429495 0.169030850945703 0.0878698181429495
619 2 4 "fraz" "Nigg" 1997 44 0.83 0.322007726 1 86 "US" 3.451 0 17 27 NA NA NA "Meta-Analysis 34" "Group Differences" 0.39387639629942 0.156173761888606 0.39387639629942
620 2 4 "fraz" "Nigg" 1998 113 0.43 0.196754091 1 149 "US" 4.974 0 71 42 NA NA NA "Meta-Analysis 34" "Group Differences" 0.206332035675503 0.0953462589245592 0.206332035675503
621 2 4 "fraz" "Oie" 1999 50 1.15 0.310738368 1 85 "NO" 13.559 1 30 20 NA NA NA "Meta-Analysis 34" "Group Differences" 0.537173319211807 0.145864991497895 0.537173319211807
622 2 4 "fraz" "Oosterlaan" 1996 32 0.58 0.36158878 1 134 "NL" 3.167 0 17 15 NA NA NA "Meta-Analysis 34" "Group Differences" 0.285537147952553 0.185695338177052 0.285537147952553
623 2 4 "fraz" "Oosterlaan" 1998 35 1.21 0.374116738 1 373 "NL" 5.669 0 21 14 NA NA NA "Meta-Analysis 34" "Group Differences" 0.562620952371621 0.176776695296637 0.562620952371621
624 2 4 "fraz" "Overtoom" 2002 32 0.7 0.364220057 1 87 "NL" 6.354 0 16 16 NA NA NA "Meta-Analysis 34" "Group Differences" 0.343221555085944 0.185695338177052 0.343221555085944
625 2 4 "fraz" "Ozonoff" 1999 53 0.06 0.276013383 1 313 "US" 3.384 0 29 24 NA NA NA "Meta-Analysis 34" "Group Differences" 0.0298617638918436 0.14142135623731 0.0298617638918436
626 2 4 "fraz" "Phelps," 1996 80 -0.26 0.224549549 1 6 "US" 0.566 1 40 40 NA NA NA "Meta-Analysis 34" "Group Differences" -0.12963659033633 0.113960576459638 -0.12963659033633
627 2 4 "fraz" "Pisecco" 2001 301 0.47 0.232218997 1 24 "US" 2.025 0 281 20 NA NA NA "Meta-Analysis 34" "Group Differences" 0.116791879557873 0.0579284446363492 0.116791879557873
628 2 4 "fraz" "Purvis" 1997 28 0.37 0.381184713 1 125 "CA" 3.167 0 14 14 NA NA NA "Meta-Analysis 34" "Group Differences" 0.183960658083038 0.2 0.183960658083038
629 2 4 "fraz" "Purvis" 2000 34 -0.32 0.345185372 1 104 "CA" 6.354 0 17 17 NA NA NA "Meta-Analysis 34" "Group Differences" -0.159325079865316 0.179605302026775 -0.159325079865316
630 2 4 "fraz" "Ross" 1994 23 0.65 0.431402202 1 92 "US" 6.354 0 10 13 NA NA NA "Meta-Analysis 34" "Group Differences" 0.316893000751977 0.223606797749979 0.316893000751977
631 2 4 "fraz" "Rothenberger" 2000 22 0.45 0.431764351 1 44 "DE" 3.355 0 11 11 NA NA NA "Meta-Analysis 34" "Group Differences" 0.22314355131421 0.229415733870562 0.22314355131421
632 2 4 "fraz" "Rovet" 2001 260 1.41 0.138922495 1 21 "CA" 5.669 0 120 140 NA NA NA "Meta-Analysis 34" "Group Differences" 0.655049806624535 0.0623782861551805 0.655049806624535
633 2 4 "fraz" "Rucklidge" 2001 52 0.82 0.28956232 1 84 "NZ" 6.354 0 24 28 NA NA NA "Meta-Analysis 34" "Group Differences" 0.398179749359965 0.142857142857143 0.398179749359965
634 2 4 "fraz" "Rund" 1998 50 0.72 0.297518627 1 33 "NO" 1.147 0 30 20 NA NA NA "Meta-Analysis 34" "Group Differences" 0.345793910762161 0.145864991497895 0.345793910762161
635 2 4 "fraz" "Schachar" 1990 23 1.06 0.448719471 1 296 "CA" 3.782 0 10 13 NA NA NA "Meta-Analysis 34" "Group Differences" 0.503877985959131 0.223606797749979 0.503877985959131
636 2 4 "fraz" "Schachar 1995a" 1995 38 0.13 0.32890259 1 101 "CA" 6.354 0 16 22 NA NA NA "Meta-Analysis 34" "Group Differences" 0.0641406483179772 0.169030850945703 0.0641406483179772
637 2 4 "fraz" "Schachar 1995b" 1995 36 0.49 0.346724443 1 224 "CA" 3.167 0 22 14 NA NA NA "Meta-Analysis 34" "Group Differences" 0.236658731056788 0.174077655955698 0.236658731056788
638 2 4 "fraz" "Schachar" 1988 33 0.72 0.360661569 1 66 "CA" 3.167 0 15 18 NA NA NA "Meta-Analysis 34" "Group Differences" 0.351242426278562 0.182574185835055 0.351242426278562
639 2 4 "fraz" "Schachar" 2000 105 1.08 0.223038573 1 195 "CA" 3.167 0 33 72 NA NA NA "Meta-Analysis 34" "Group Differences" 0.482436163655769 0.0990147542976674 0.482436163655769
640 2 4 "fraz" "Scheres" 2001 65 0.63 0.262887785 1 109 "NL" 5.669 0 41 24 NA NA NA "Meta-Analysis 34" "Group Differences" 0.299536500516408 0.127000127000191 0.299536500516408
641 2 4 "fraz" "Schweitzer" 1995 18 0.27 0.476471405 1 90 "US" 5.669 0 8 10 NA NA NA "Meta-Analysis 34" "Group Differences" 0.133764812092878 0.258198889747161 0.133764812092878
642 2 4 "fraz" "Semrud-Clikeman" 1996 20 1.1 0.479843725 1 9 "US" 1.921 1 10 10 NA NA NA "Meta-Analysis 34" "Group Differences" 0.525480447978514 0.242535625036333 0.525480447978514
643 2 4 "fraz" "Shapiro" 1993 105 0.04 0.203097961 1 30 "US" 2.67 0 38 67 NA NA NA "Meta-Analysis 34" "Group Differences" 0.0192208748577933 0.0990147542976674 0.0192208748577933
644 2 4 "fraz" "Silberstein" 1998 34 0.87 0.358856435 1 59 "AU" 13.747 0 17 17 NA NA NA "Meta-Analysis 34" "Group Differences" 0.422332669526361 0.179605302026775 0.422332669526361
645 2 4 "fraz" "Smith" 2002 44 0.64 0.309133687 1 124 "GB" 5.669 0 22 22 NA NA NA "Meta-Analysis 34" "Group Differences" 0.31477598001879 0.156173761888606 0.31477598001879
646 2 4 "fraz" "Steger" 2000 31 0.74 0.371482065 1 39 "CH" 2.979 0 16 15 NA NA NA "Meta-Analysis 34" "Group Differences" 0.361858522866191 0.188982236504614 0.361858522866191
647 2 4 "fraz" "Steger" 2001 42 0.46 0.313007337 1 56 "CH" 3.292 0 20 22 NA NA NA "Meta-Analysis 34" "Group Differences" 0.227764684720712 0.160128153805087 0.227764684720712
648 2 4 "fraz" "Stevens" 2002 152 0.88 0.169891606 1 59 "US" 2.67 0 76 76 NA NA NA "Meta-Analysis 34" "Group Differences" 0.426913454126117 0.081923192051904 0.426913454126117
649 2 4 "fraz" "Stewart" 2001 18 0.09 0.471643109 1 NA "CA" NA 0 9 9 NA NA NA "Meta-Analysis 34" "Group Differences" 0.0449848263229507 0.258198889747161 0.0449848263229507
650 2 4 "fraz" "Swaab-Barneveld" 2000 107 0.6 0.197724127 1 58 "NL" 6.354 0 55 52 NA NA NA "Meta-Analysis 34" "Group Differences" 0.295560082178549 0.098058067569092 0.295560082178549
651 2 4 "fraz" "Tannock" 2000 94 0.16 0.228251134 1 99 "CA" 3.167 0 27 67 NA NA NA "Meta-Analysis 34" "Group Differences" 0.0723323834003106 0.104828483672192 0.0723323834003106
652 2 4 "fraz" "Tarnowski" 1986 27 0.73 0.397768987 1 72 "US" 4.974 0 13 14 NA NA NA "Meta-Analysis 34" "Group Differences" 0.357110750088888 0.204124145231932 0.357110750088888
653 2 4 "fraz" "Tripp" 2001 72 1.03 0.250844407 1 88 "NZ" 5.669 0 36 36 NA NA NA "Meta-Analysis 34" "Group Differences" 0.494587826308968 0.120385853085769 0.494587826308968
654 2 4 "fraz" "Walker" 2000 60 1.03 0.274786281 1 61 "AU" 2.158 1 30 30 NA NA NA "Meta-Analysis 34" "Group Differences" 0.494587826308968 0.132453235706504 0.494587826308968
655 2 4 "fraz" "Weiler" 2000 40 0.37 0.32538887 1 29 "US" 2.181 0 24 16 NA NA NA "Meta-Analysis 34" "Group Differences" 0.18028404385824 0.164398987305357 0.18028404385824
656 2 4 "fraz" "West" 2000 74 -0.16 0.237136204 1 20 "AU" 2.181 0 44 30 NA NA NA "Meta-Analysis 34" "Group Differences" -0.0784746828355091 0.118678165819385 -0.0784746828355091
657 2 4 "fraz" "Weyandt" 1994 81 -0.22 0.224273863 1 74 "US" 2.67 1 45 36 NA NA NA "Meta-Analysis 34" "Group Differences" -0.10910230357037 0.11322770341446 -0.10910230357037
658 2 4 "fraz" "Wiers" 1998 62 0.77 0.264400269 1 36 "NL" 3.167 0 34 28 NA NA NA "Meta-Analysis 34" "Group Differences" 0.374385523349238 0.130188910980824 0.374385523349238
659 2 4 "fraz" "Willcutt" 2001 173 1.21 0.178120001 1 218 "US" 3.167 0 121 52 NA NA NA "Meta-Analysis 34" "Group Differences" 0.52967885893356 0.076696498884737 0.52967885893356
660 2 4 "fraz" "Wu" 2002 87 0.81 0.235573402 1 38 "HK" 2.67 0 29 58 NA NA NA "Meta-Analysis 34" "Group Differences" 0.373119682950168 0.109108945117996 0.373119682950168
661 2 4 "fraz" "Zametkin" 1990 75 0.55 0.249031457 1 607 "US" 54.42 0 50 25 NA NA NA "Meta-Analysis 34" "Group Differences" 0.25645218218272 0.117851130197758 0.25645218218272
662 2 4 "fraz" "Zametkin" 1993 20 0.41 0.451887707 1 229 "US" 13.747 0 10 10 NA NA NA "Meta-Analysis 34" "Group Differences" 0.203590639225979 0.242535625036333 0.203590639225979
663 1 1 "freu" "Ackerman" 2007 142 0.276863823 0.084818893 1 52 "US" 2.426 1 71 71 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.276863823 0.0848188929679971 0.276863823
664 1 1 "freu" "Bailey test" 1971 112 0.100335348 0.095782629 1 6 "US" 2.111 1 56 56 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.100335348 0.0957826285221151 0.100335348
665 1 1 "freu" "Bailey estimate" 1971 124 0.497311288 0.090909091 1 6 "US" 2.111 1 62 62 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.497311288 0.0909090909090909 0.497311288
666 1 1 "freu" "Bailey female" 1976 20 0.522984278 0.242535625 1 10 "US" 0.647 1 10 10 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.522984278 0.242535625036333 0.522984278
667 1 1 "freu" "Bailey male" 1976 20 0.59014516 0.242535625 1 10 "US" 0.647 1 10 10 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.59014516 0.242535625036333 0.59014516
668 1 1 "freu" "Bailey male 1" 1974 37 0.42364893 0.171498585 1 14 "US" 0.647 1 18.5 18.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.42364893 0.171498585142509 0.42364893
669 1 1 "freu" "Bailey female 1" 1974 24 0.411800034 0.21821789 1 14 "US" 0.647 1 12 12 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.411800034 0.218217890235992 0.411800034
670 1 1 "freu" "Bailey male 2" 1974 40 0.298566264 0.164398987 1 14 "US" 0.647 1 20 20 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.298566264 0.164398987305357 0.298566264
671 1 1 "freu" "Bailey female 2" 1974 43 0.040021354 0.158113883 1 14 "US" 0.647 1 21.5 21.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.040021354 0.158113883008419 0.040021354
672 1 1 "freu" "Bailey male 3" 1974 44 0.618381314 0.156173762 1 14 "US" 0.647 1 22 22 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.618381314 0.156173761888606 0.618381314
673 1 1 "freu" "Bailey female 3" 1974 42 1.256152812 0.160128154 1 14 "US" 0.647 1 21 21 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 1.256152812 0.160128153805087 1.256152812
674 1 1 "freu" "Bailey male 4" 1974 45 0.276863823 0.15430335 1 14 "US" 0.647 1 22.5 22.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.276863823 0.154303349962092 0.276863823
675 1 1 "freu" "Baily female 4" 1974 75 0.472230804 0.11785113 1 14 "US" 0.647 1 37.5 37.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.472230804 0.117851130197758 0.472230804
676 1 1 "freu" "Bailey female" 1977 139 0.536060337 0.085749293 1 7 "US" 0.372 1 69.5 69.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.536060337 0.0857492925712544 0.536060337
677 1 1 "freu" "Bailey male" 1977 139 0.365443754 0.085749293 1 7 "US" 0.372 1 69.5 69.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.365443754 0.0857492925712544 0.365443754
678 1 1 "freu" "Borkenau" 1993 100 0.331647109 0.101534617 1 124 "DE" 5.51 0 50 50 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.331647109 0.101534616513362 0.331647109
679 1 1 "freu" "Brim" 1954 86 0.459896681 0.10976426 1 11 "US" 2.909 1 43 43 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.459896681 0.10976425998969 0.459896681
680 1 1 "freu" "Chamorro-Premuzic" 2009 149 0.472230804 0.082760589 1 5 "GB" 0.913 1 74.5 74.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.472230804 0.0827605888602368 0.472230804
681 1 1 "freu" "Chamorro-Premuzic" 2006 184 0.435611223 0.074329415 1 NA "GB" 0.913 1 92 92 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.435611223 0.0743294146247166 0.435611223
682 1 1 "freu" "Chamorro-Premuzic" 2004 83 0.411800034 0.111803399 1 42 "GB" 2.011 1 41.5 41.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.411800034 0.111803398874989 0.411800034
683 1 1 "freu" "Chamorro-Premuzic" 2005 182 0.223656109 0.074743509 1 35 "GB" 1.861 1 91 91 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.223656109 0.0747435092751936 0.223656109
684 1 1 "freu" "Cogan" 1915 25 0.867300528 0.213200716 1 31 NA NA NA 12.5 12.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.867300528 0.21320071635561 0.867300528
685 1 1 "freu" "DeNisi" 1977 114 0.266108407 0.0949158 1 71 "US" 4.367 0 57 57 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.266108407 0.0949157995752499 0.266108407
686 1 1 "freu" "Furnham 2005b" 2005 100 0.435611223 0.101534617 1 3 "GB" 0.238 1 50 50 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.435611223 0.101534616513362 0.435611223
687 1 1 "freu" "Furnham" 2004 187 0.309519604 0.073720978 1 26 "GB" 3.389 1 93.5 93.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.309519604 0.0737209780774486 0.309519604
688 1 1 "freu" "Furnham" 2007 101 0.59014516 0.101015254 1 7 "GB" 0.944 1 50.5 50.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.59014516 0.101015254455221 0.59014516
689 1 1 "freu" "Furnham" 2000 172 0.192337169 0.076923077 1 65 "GB" 1.957 1 86 86 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.192337169 0.0769230769230769 0.192337169
690 1 1 "freu" "Furnham study 1" 2005 100 0.192337169 0.101534617 1 39 "GB" 0.846 1 50 50 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.192337169 0.101534616513362 0.192337169
691 1 1 "freu" "Furnham study 2" 2005 131 0.276863823 0.088388348 1 39 "GB" 0.846 1 65.5 65.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.276863823 0.0883883476483184 0.276863823
692 1 1 "freu" "Furnham male" 1999 53 0.276863823 0.141421356 1 56 "GB" 0.711 1 26.5 26.5 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.276863823 0.14142135623731 0.276863823
693 1 1 "freu" "Furnham female" 1999 140 0.090244188 0.085435766 1 56 "GB" 0.711 1 70 70 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.090244188 0.0854357657716761 0.090244188
694 1 1 "freu" "Furnham" 2006 64 0.298566264 0.12803688 1 24 "GB" NA 1 32 32 "no information about condition size available" NA NA "Meta-Analysis 35" "Correlational" 0.298566264 0.128036879932896 0.298566264
